USER      PID   PPID  VSIZE  RSS   WCHAN            PC  NAME
root      185   2     0      0     kjournald2 00000000 S jbd2/mmcblk0p40
root      186   2     0      0     rescuer_th 00000000 S ext4-dio-unwrit
root      188   2     0      0     gc_thread_ 00000000 S f2fs_gc-259:10
root      191   2     0      0     bdi_writeb 00000000 S flush-179:0
root      193   2     0      0     kjournald2 00000000 S jbd2/mmcblk0p41
root      194   2     0      0     rescuer_th 00000000 S ext4-dio-unwrit
root      198   2     0      0     kjournald2 00000000 S jbd2/mmcblk0p27
root      199   2     0      0     rescuer_th 00000000 S ext4-dio-unwrit
root      200   2     0      0     kjournald2 00000000 S jbd2/mmcblk0p30
root      201   2     0      0     rescuer_th 00000000 S ext4-dio-unwrit
root      203   2     0      0     kjournald2 00000000 S jbd2/mmcblk0p1-
root      204   2     0      0     rescuer_th 00000000 S ext4-dio-unwrit
root      215   2     0      0     rescuer_th 00000000 S IPCRTR
root      217   2     0      0     rescuer_th 00000000 S ipc_rtr_q6_ipcr
root      219   2     0      0     rescuer_th 00000000 S ext4-dio-unwrit
root      225   2     0      0     kthread_wo 00000000 S msm_slim_qmi_cl
root      226   2     0      0     rescuer_th 00000000 S msm_qmi_rtx_q
root      231   2     0      0     irq_thread 00000000 S irq/289-wcd9xxx
logd      233   1     20616  3604  sys_rt_sig 00000000 S /system/bin/logd
root      239   2     0      0     kauditd_th 00000000 S kauditd
root      240   1     16024  884   hrtimer_na 00000000 S /system/bin/vold
mot_pwric 256   1     10036  640   poll_sched 00000000 S /system/bin/batt_health
root      360   1     9660   184   sys_epoll_ 00000000 S /sbin/healthd
root      361   1     10524  620   sys_epoll_ 00000000 S /system/bin/lmkd
system    362   1     10204  656   binder_thr 00000000 S /system/bin/servicemanager
system    363   1     97692  5984  sys_epoll_ 00000000 S /system/bin/surfaceflinger
system    365   1     11680  636   poll_sched 00000000 S /system/bin/rfs_access
nobody    384   1     16400  732   poll_sched 00000000 S /system/bin/rmt_storage
root      385   1     21628  1156  hrtimer_na 00000000 S /system/bin/netd
root      386   1     10756  1064  __skb_recv 00000000 S /system/bin/debuggerd
drm       388   1     23716  1216  binder_thr 00000000 S /system/bin/drmserver
media     390   1     112040 9956  binder_thr 00000000 S /system/bin/mediaserver
root      397   1     10336  828   unix_strea 00000000 S /system/bin/installd
keystore  399   1     12976  816   binder_thr 00000000 S /system/bin/keystore
root      407   1     49852  1004  hrtimer_na 00000000 S /system/bin/thermal-engine
media     416   1     10980  468   sys_restar 00000000 S /system/bin/adsprpcd
mot_esdfs 418   1     8444   76    inotify_re 00000000 S /system/bin/esdpll
input     419   1     11104  576    pipe_wait 00000000 S /system/bin/sensord
root      420   1     976628 34172 poll_sched 00000000 S zygote
system    449   1     12708  772   binder_thr 00000000 S /system/bin/gatekeeperd
system    451   1     17872  744   futex_wait 00000000 S /system/bin/ATFWD-daemon
camera    452   1     24880  6968  poll_sched 00000000 S /system/bin/mm-qcamera-daemon
system    453   1     17380  748   futex_wait 00000000 S /system/bin/time_daemon
system    454   1     11632  608      do_wait 00000000 S /system/bin/qseecomd
diag      457   1     10516  564   poll_sched 00000000 S /system/bin/dropboxd
radio     475   1     13660  628   poll_sched 00000000 S /system/bin/subsystem_ramdump
log       577   1     11852  864   sys_epoll_ 00000000 S /system/bin/aplogd
log       600   1     13196  972   __skb_recv b6d7cb20 S diag_mdlog
system    606   1     12556  668   wcnss_wlan 00000000 S /system/bin/wcnss_service
root      636   2     0      0     do_hotplug 00000000 D msm_thermal:hot
root      637   2     0      0     do_freq_mi 00000000 D msm_thermal:fre
radio     650   1     22072  824   poll_sched 00000000 S /system/bin/qmuxd
radio     788   1     52628  3432  sys_restar 00000000 S /system/bin/rild
mot_tcmd  790   1     16972  816   futex_wait 00000000 S /system/bin/tcmd
radio     806   1     48364  2888  sys_restar 00000000 S /system/bin/rild
radio     831   1     19884  1024  futex_wait 00000000 S /system/bin/netmgrd
root      867   2     0      0     rescuer_th 00000000 S IPCRTR
radio     879   788   15872  1008  poll_sched 00000000 S /system/bin/qmi_motext_hook
root      893   2     0      0     rescuer_th 00000000 S ipc_rtr_wcnss_i
system    899   454   15880  412   sys_rt_sig 00000000 S /system/bin/qseecomd
radio     904   806   15872  992   poll_sched 00000000 S /system/bin/qmi_motext_hook
root      932   2     0      0     __mdss_fb_ 00000000 D mdss_fb0
root      1179  2     0      0     rescuer_th 00000000 S IPCRTR
root      1182  2     0      0     worker_thr 00000000 S kworker/0:3
root      1183  2     0      0     rescuer_th 00000000 S ipc_rtr_smd_ipc
u0_a47    1311  420   1023160 33856 sys_epoll_ 00000000 S com.google.android.googlequicksearchbox:interactor
root      1326  2     0      0     worker_thr 00000000 S kworker/0:0
system    1937  420   1179472 98060 futex_wait 00000000 S system_server
root      2101  2     0      0     worker_thr 00000000 S kworker/0:4
root      2173  2     0      0     cpu_stoppe 00000000 S migration/2
root      2176  2     0      0     worker_thr 00000000 S kworker/2:0H
root      2178  2     0      0     run_ksofti 00000000 S ksoftirqd/2
root      2179  2     0      0       watchdog 00000000 S watchdog/2
root      2181  2     0      0     worker_thr 00000000 S kworker/2:1
root      2248  2     0      0     worker_thr 00000000 S kworker/2:1H
root      2302  2     0      0     worker_thr 00000000 S kworker/2:2
system    2451  1     12936  908   poll_sched 00000000 S /system/bin/ptt_socket_app
root      2464  2     0      0     VosWDThrea 00000000 S WD_Thread
root      2467  2     0      0     VosMCThrea 00000000 S MC_Thread
root      2468  2     0      0     VosTXThrea 00000000 S TX_Thread
root      2469  2     0      0     VosRXThrea 00000000 S RX_Thread
root      2476  2     0      0     wlan_loggi 00000000 S wlan_logging_th
wifi      2477  1     17152  1376  poll_sched 00000000 S /system/bin/wpa_supplicant
u0_a45    2492  420   803360 78748 binder_thr 00000000 S com.android.systemui
shell     2540  1     11720  272   poll_sched 00000000 S /sbin/adbd
system    2578  420   662736 37372 sys_epoll_ 00000000 S com.motorola.modemservice
u0_a6     2921  420   661684 38148 sys_epoll_ 00000000 S android.process.acore
u0_a73    2965  420   705080 55692 sys_epoll_ 00000000 S com.google.android.apps.inputmethod.hindi
system    3056  420   676672 45160 sys_epoll_ 00000000 S com.motorola.process.system
system    3067  420   654512 30352 sys_epoll_ 00000000 S com.qualcomm.services.location
radio     3104  420   710680 48392 sys_epoll_ 00000000 S com.android.phone
u0_a20    3396  420   833048 63232 sys_epoll_ 00000000 S com.google.android.gms.persistent
root      3605  2     0      0     worker_thr 00000000 S kworker/0:1
root      3606  2     0      0     worker_thr 00000000 S kworker/0:2
system    3615  420   666588 48296 sys_epoll_ 00000000 S com.motorola.tools.batterytracer
u0_a47    3639  420   1189412 81440 sys_epoll_ 00000000 S com.google.android.googlequicksearchbox:search
root      3677  2     0      0     worker_thr 00000000 S kworker/u:1
root      3678  2     0      0     worker_thr 00000000 S kworker/u:2
root      3679  2     0      0     worker_thr 00000000 S kworker/u:4
root      3680  2     0      0     worker_thr 00000000 S kworker/u:5
root      3681  2     0      0     worker_thr 00000000 S kworker/u:7
root      3682  2     0      0     worker_thr 00000000 S kworker/u:8
root      3683  2     0      0     worker_thr 00000000 S kworker/u:10
root      3684  2     0      0     worker_thr 00000000 S kworker/u:11
root      3685  2     0      0     worker_thr 00000000 S kworker/u:12
root      3702  1     16788  740   futex_wait 00000000 S /system/bin/mpdecision
system    3731  420   658564 34216 sys_epoll_ 00000000 S com.motorola.tools.batterytracersdcard
u0_a64    3993  420   666728 37640 sys_epoll_ 00000000 S com.google.android.deskclock
u0_a37    4029  420   708260 48628 sys_epoll_ 00000000 S com.android.vending
u0_a97    4075  420   1035148 46788 sys_epoll_ 00000000 S com.google.android.apps.plus
system    4115  420   656328 35880 sys_epoll_ 00000000 S com.motorola.ServiceDialingNumbers
root      4197  2     0      0     cpu_stoppe 00000000 S migration/1
root      4198  2     0      0     worker_thr 00000000 S kworker/1:0
root      4199  2     0      0     worker_thr 00000000 S kworker/1:0H
root      4200  2     0      0     run_ksofti 00000000 S ksoftirqd/1
root      4201  2     0      0       watchdog 00000000 S watchdog/1
root      4202  2     0      0     worker_thr 00000000 S kworker/1:1
root      4208  2     0      0     worker_thr 00000000 S kworker/u:13
root      4229  2     0      0     worker_thr 00000000 S kworker/1:1H
log       4242  24622 9936   812   unix_strea b6e2ce08 S /system/bin/bugreport
root      4251  1     10148  992   poll_sched 00000000 S /system/bin/dumpstate
root      4261  2     0      0     qup_i2c_xf 00000000 D irq/339-synapti
log       4295  24622 10004  908   sys_rt_sig b6deffb8 S /system/bin/sh
log       4299  4295  10176  924            0 b6e27e08 R ps
u0_a0     4435  420   726620 38268 sys_epoll_ 00000000 S com.motorola.ccc
u0_a15    4788  420   669404 38880 sys_epoll_ 00000000 S com.motorola.survey
u0_a32    5007  420   1006616 39220 sys_epoll_ 00000000 S com.motorola.MotGallery2
u0_a34    5050  420   670152 48032 sys_epoll_ 00000000 S com.motorola.motocare
system    5289  420   658576 35972 sys_epoll_ 00000000 S com.qualcomm.telephony
root      5523  2     0      0     worker_thr 00000000 S kworker/0:2H
u0_a51    5953  420   655300 36236 sys_epoll_ 00000000 S com.motorola.config.wifi
u0_a89    6950  420   807640 55820 sys_epoll_ 00000000 S com.google.android.music:main
u0_a8     14485 420   654664 36584 sys_epoll_ 00000000 S com.android.cellbroadcastreceiver
root      14804 2     0      0     worker_thr 00000000 S kworker/u:6
root      16759 2     0      0     worker_thr 00000000 S kworker/u:15
root      16760 2     0      0     worker_thr 00000000 S kworker/u:16
root      16764 2     0      0     worker_thr 00000000 S kworker/u:20
root      16765 2     0      0     worker_thr 00000000 S kworker/u:21
root      16770 2     0      0     worker_thr 00000000 S kworker/u:26
u0_a20    19373 420   960632 59372 sys_epoll_ 00000000 S com.google.android.gms
root      20544 2     0      0     irq_thread 00000000 S irq/290-msm_sdc
root      24505 2     0      0     worker_thr 00000000 S kworker/0:5
u0_a16    24506 420   668236 46900 sys_epoll_ 00000000 S android.process.media
log       24622 420   699440 59824 sys_epoll_ b6cd0aec S com.motorola.bug2go
u0_a78    25065 420   1008700 135992 binder_thr 00000000 S com.google.android.talk
root      27885 2     0      0     worker_thr 00000000 S kworker/0:0H
u0_a20    30657 420   662400 34788 sys_epoll_ 00000000 S com.google.process.gapps
root      31748 2     0      0     worker_thr 00000000 S kworker/u:9
